,LAT,LON,Min Distance
308,42.43610165,-82.97028044,163.6087848
309,42.35825234,-83.19041005,138.4559942
310,42.37027525,-83.11515107,11.34787979
311,42.37847143,-82.95792798,98.1248661
312,42.41789329,-83.26115209,144.1086714
313,42.42152183,-82.96872025,11.44791254
314,42.43357124,-82.98502389,24.49103491
315,42.38700638,-82.94969493,118.4253396
316,42.4002968,-83.25963108,166.0017782
317,42.3758062,-83.15642004,22.63092513
318,42.3975175,-83.17784788,94.69906667
319,42.41745082,-82.92964753,151.5546424
320,42.30467584,-83.1081717,205.1177127
321,42.43054434,-83.08884387,6.614179761
322,42.34057058,-83.23033316,94.55862
323,42.44335757,-83.07643786,144.7360431
324,42.38385835,-82.98574291,195.0548283
325,42.38734054,-83.22713328,117.3517206
326,42.4309498,-82.95579511,223.0540001
327,42.41668109,-83.04462336,97.78075538
328,42.37473343,-83.08122098,9.08576328
329,42.40981234,-83.14613017,30.37573689
330,42.38486544,-83.07352028,10.07863172
331,42.33904035,-83.21812358,98.64355695
332,42.37706104,-83.17564356,165.4667367
333,42.40537721,-83.14048744,124.6800554
334,42.40256218,-83.14903046,90.52524491
335,42.41695649,-82.9954601,21.62896036
336,42.39759124,-83.1615235,11.14577512
337,42.39922979,-83.21664751,73.56604629
338,42.3300295,-83.13103643,36.02000209
339,42.35145273,-83.06672989,77.69537858
340,42.37634547,-83.11926011,64.38396256
341,42.39197041,-83.25399296,124.9620415
342,42.43519674,-83.27644104,168.0031083
343,42.38720573,-83.12273078,64.40901648
344,42.35613099,-83.23096346,101.0336722
345,42.36745101,-83.12747818,164.9807599
346,42.43287757,-83.01184785,110.9781513
347,42.40142719,-82.96681322,197.4134723
348,42.43168035,-83.0501232,104.4748116
349,42.41803618,-82.98335999,44.02062295
350,42.4307205,-83.04147302,91.24462276
351,42.3515426,-83.07844974,137.3145155
352,42.37521739,-83.14144153,13.46031832
353,42.43260353,-82.97926731,82.80622651
354,42.334929,-83.14378412,59.18433202
355,42.39097023,-83.16771356,82.29702337
356,42.40245157,-83.16125963,60.22738055
357,42.37124662,-83.16071114,37.45230192
358,42.40350245,-82.9273107,131.8545431
359,42.40130274,-82.99083139,136.9319467
360,42.4404181,-83.21127788,6.153168293
361,42.37576241,-83.1010506,84.54373829
362,42.42898977,-83.16845332,135.9810064
363,42.40451876,-83.25338802,145.9100863
364,42.37201174,-82.95002794,230.4721774
365,42.41030206,-83.11982934,107.7233978
366,42.3371218,-83.09428901,13.34176372
367,42.38678629,-82.95110532,145.2080812
368,42.41665113,-83.21993382,174.8350194
369,42.43630791,-83.21419776,61.15543229
370,42.44299806,-83.03193789,67.83871218
371,42.34838535,-83.10959246,274.8969528
372,42.42185484,-82.98882872,183.3054682
373,42.39785742,-83.25091176,95.52226219
374,42.41243724,-83.22909792,50.3413587
375,42.44137472,-82.9871089,12.08279411
376,42.3753499,-83.21085384,64.47214608
377,42.33926043,-83.22545325,24.49107017
378,42.39960197,-83.22515366,114.5872192
379,42.37385078,-83.00735741,115.7766523
380,42.43729196,-83.01804944,110.3172769
381,42.40260136,-83.20935357,239.1353207
382,42.43853066,-83.04503357,16.7417401
383,42.33786041,-83.23759369,208.1697731
384,42.34887046,-83.21169385,11.15032087
385,42.41933777,-83.11112411,24.85200132
386,42.36685873,-83.19735716,127.8995748
387,42.38548537,-83.09418991,128.7208377
388,42.3187187,-83.09789335,120.15617
389,42.40856459,-83.1345443,97.14250608
390,42.40468123,-83.18347332,71.17351307
391,42.4013811,-82.96417796,104.3188103
392,42.44284826,-82.99764829,178.6555633
393,42.35927553,-83.14341911,45.62465063
394,42.43790036,-83.17308319,175.8051727
395,42.35288271,-83.11978094,104.0956278
396,42.42273057,-83.26962367,73.44192478
397,42.36361736,-83.14633758,118.7324265
398,42.42369503,-82.99141675,6.346053688
399,42.41995012,-83.05819378,9.687391006
400,42.41030206,-82.96577963,179.6102525
401,42.35453738,-83.22610774,24.49417659
402,42.41859043,-83.15114375,21.1605443
403,42.41585145,-82.92230864,26.43726704
404,42.37657016,-83.1933138,294.0798682
405,42.3484084,-83.24038797,74.48071748
406,42.35206113,-83.19444304,169.6369915
407,42.4121918,-82.96817176,12.72128079
408,42.42880079,-83.22855404,97.81965963
409,42.43921857,-83.14608753,69.65224913
410,42.39953408,-83.15950407,122.8310867
411,42.41194637,-83.0408312,59.18589003
412,42.3758304,-83.24628305,67.80409758
413,42.38226589,-83.07503092,122.3650267
414,42.35353029,-83.22111376,42.60252611
415,42.36194771,-83.19503762,88.3237549
416,42.41295692,-83.23808802,30.95986314
417,42.33111149,-83.1289001,139.7569278
418,42.38263117,-83.18720325,178.976037
419,42.44684783,-83.04649812,101.3035753
420,42.38825776,-83.23452747,127.6990748
421,42.44462854,-82.98796797,153.7290102
422,42.38775536,-83.10989091,75.78092896
423,42.42677163,-83.10776955,104.3935744
424,42.34703718,-83.21493752,24.94429294
425,42.36644276,-83.11608096,101.6484482
426,42.41564174,-83.16235314,195.592564
427,42.38249981,-83.24407297,10.87904924
428,42.38859538,-82.97409104,185.9841526
429,42.43643812,-83.0263378,57.82431175
430,42.35598745,-83.18635882,62.48295559
431,42.4125709,-83.21542379,61.34378602
432,42.35757365,-83.10066689,87.29463547
433,42.35885995,-83.16487166,39.16524097
434,42.42642133,-83.04456344,26.67163616
435,42.41744851,-83.0550227,89.14632405
436,42.3297495,-83.13081634,112.8195699
437,42.38700753,-83.23445718,106.6320107
438,42.35131099,-83.14613363,54.49351668
439,42.34372322,-83.25990417,14.2924574
440,42.41608306,-82.98579131,169.8657199
441,42.37686861,-83.17322723,165.9762631
442,42.41161221,-83.05337955,170.1018599
443,42.33948167,-83.19967325,94.7650604
444,42.36139807,-83.15315793,160.7349871
445,42.42227081,-83.00040339,75.78478812
446,42.33395072,-83.1365766,21.7391806
447,42.39932773,-83.17902781,89.60387341
448,42.40472617,-83.0518908,121.4736645
449,42.3420236,-83.13174969,9.322719177
450,42.36385013,-82.9951075,100.5416442
451,42.29743103,-83.11132405,381.2294318
452,42.33612046,-83.14121684,22.33453272
453,42.40876146,-83.15073353,10.03300992
454,42.41346047,-83.06419832,85.18165359
455,42.38579994,-83.00060735,44.79788125
456,42.3693177,-83.20950797,59.00674563
457,42.41328993,-83.15097321,73.01212098
458,42.41723188,-83.21099326,80.1811881
459,42.4111317,-83.17292302,24.49104336
460,42.38380534,-82.97078975,213.0503372
461,42.38253322,-83.06889041,105.6277973
462,42.44226866,-83.16787718,90.0290503
463,42.36951754,-83.18152727,160.5893063
464,42.37308797,-83.1585679,82.19696892
465,42.44191837,-83.17113814,43.34923013
466,42.37040546,-83.11270017,24.04627037
467,42.42030963,-82.93391558,78.83462413
468,42.39973103,-83.17463301,86.07720459
469,42.40798828,-82.93774346,62.74804019
470,42.44455825,-83.09205819,85.94340649
471,42.38428815,-82.95801325,86.810351
472,42.43542757,-83.21199805,105.9101778
473,42.37258788,-82.95275308,94.96476691
474,42.30119169,-83.10223358,345.6923073
475,42.4286775,-83.04691755,7.770082155
476,42.37428634,-83.14186096,108.041029
477,42.33576556,-83.1548806,70.99839474
478,42.39814179,-83.20395319,228.0959005
479,42.41368055,-83.24543382,76.45750412
480,42.38075525,-83.13220139,85.04543681
481,42.39810631,-83.11846042,74.76611562
482,42.34810648,-83.05027692,140.2145389
483,42.42022206,-83.11187398,97.43754096
484,42.35551798,-83.22614807,84.62407182
485,42.31370973,-83.12671768,133.6212986
486,42.43738645,-83.01671164,304.6397364
487,42.43988114,-83.1557137,73.47907491
488,42.40033252,-83.14316074,177.5699641
489,42.36647042,-83.14366352,79.31296382
490,42.40132118,-83.14976331,44.64311971
491,42.40271198,-83.13728986,6.722213088
492,42.41031819,-83.19664736,39.56210089
493,42.39325751,-83.21089762,152.4716765
494,42.44593753,-83.04645779,119.6381458
495,42.35821662,-83.19363183,55.34752793
496,42.33247992,-83.05148555,18.96835639
497,42.36932807,-83.02098775,84.09680104
498,42.34993056,-83.11901352,56.1231798
499,42.33253681,-83.05126807,173.5362381
500,42.39422543,-83.11886142,30.11843517
501,42.38088892,-83.17447745,96.28005092
502,42.32656344,-83.12913055,54.66528174
503,42.41088742,-83.27818743,111.4972055
504,42.36434791,-82.93891302,182.3509027
505,42.44477027,-83.17004347,260.3997413
506,42.41950649,-83.10382068,89.29075388
507,42.33181177,-83.12631818,70.8335237
508,42.39227116,-82.93699793,34.51618504
509,42.41483399,-82.91160164,147.7113572
510,42.36907111,-82.95620877,89.30600852
511,42.40322129,-82.94533815,63.30326271
512,42.40369142,-82.96273876,156.9630424
513,42.40441736,-83.17266722,93.13658268
514,42.43149829,-83.20424781,95.28955314
515,42.36805595,-83.09946045,326.3582904
516,42.37209009,-83.17791356,36.66485151
517,42.38938239,-82.99649024,125.9677852
518,42.38913752,-83.09859811,110.3868002
519,42.41561408,-82.93816865,186.8603148
520,42.38882583,-83.12896002,19.60444015
521,42.41208925,-82.95198681,91.10685449
522,42.42844128,-83.06390334,17.81477563
523,42.35910733,-83.15230986,81.11699446
524,42.37827785,-83.13930751,115.1543474
525,42.41704291,-82.9745508,122.1980468
526,42.40151707,-83.18020775,64.58250144
527,42.44270768,-83.09838768,100.2506148
528,42.38363135,-83.1451634,90.23167658
529,42.43224842,-83.24530822,192.4710331
530,42.32478316,-83.12632936,304.6817924
531,42.42420549,-82.99062858,80.20359477
532,42.39687798,-83.26294735,171.5297207
533,42.4237803,-83.04225311,124.6449386
534,42.36915754,-83.12854289,44.31228223
535,42.43989151,-82.96462965,102.3530259
536,42.41677558,-82.97806987,112.9687916
537,42.35329638,-83.12440044,8.888363212
538,42.40580701,-83.23976805,181.2255979
539,42.35293341,-83.12779045,108.2157445
540,42.38857809,-82.94850347,82.92848103
541,42.35596852,-83.24076823,48.85697657
542,42.43592881,-82.99245726,101.9137293
543,42.38728062,-83.01574833,60.60098915
544,42.32702896,-83.13689463,198.7665114
545,42.36004068,-83.2032338,59.38317118
546,42.38675864,-83.16654745,96.56492762
547,42.4189073,-82.92422258,224.0611824
548,42.41485012,-82.9562445,146.4357417
549,42.3519678,-83.06090395,12.6952593
550,42.39046323,-83.14232072,10.17263194
551,42.35094803,-83.24541768,84.89218112
552,42.36816888,-83.22763797,106.0351091
553,42.41092084,-83.26587529,106.2772634
554,42.4395078,-83.18082768,157.6667729
555,42.36639782,-83.1765481,106.7897169
556,42.44287131,-83.21367347,11.15020964
557,42.36000727,-83.14966767,91.1011822
558,42.40985843,-83.20329717,144.0337827
559,42.43010057,-83.25960342,114.9052272
560,42.39223544,-83.10637068,181.4079108
561,42.38121156,-82.9448588,84.91677699
562,42.44229747,-83.06263813,22.173375
563,42.38874633,-83.10615982,76.72075148
564,42.43494707,-83.28626146,129.7315353
565,42.42003769,-83.10672328,116.3827239
566,42.33258872,-83.12133422,98.58018241
567,42.30903838,-83.11159398,50.54568652
568,42.40386772,-83.1705378,25.06568186
569,42.43745097,-82.97932816,98.86116954
570,42.39967111,-83.17231347,86.68605799
571,42.4058773,-82.92195259,18.00579604
572,42.39339348,-83.0811311,45.9217589
573,42.42313733,-82.97108128,97.06983959
574,42.43976821,-83.20029778,17.81477563
575,42.40399678,-83.12844725,11.15032087
576,42.39011017,-83.08177875,77.8479491
577,42.41226209,-83.26591332,110.4644256
578,42.40942057,-83.14039296,20.08137274
579,42.40432287,-82.982051,23.4773798
580,42.4319108,-83.22053301,13.32913198
581,42.42656076,-83.04782325,12.30373714
582,42.4200181,-83.05826753,304.8643816
583,42.34250295,-83.08423996,69.41896029
584,42.44931942,-82.94793084,404.6367936
585,42.35814057,-82.98665667,49.45861527
586,42.4229691,-83.17893794,49.11635
587,42.41816639,-83.00627081,256.4793075
588,42.40146752,-83.23748768,125.7604876
589,42.35798962,-83.09313558,118.679965
590,42.35392091,-83.03103335,23.70116034
591,42.34907787,-83.24040756,22.05086533
592,42.38946074,-82.95493781,90.0218261
593,42.37099773,-83.21438789,96.71105307
594,42.41204086,-83.14789316,12.06654637
595,42.3965611,-82.95839811,19.95348452
596,42.40499811,-82.93724337,111.9919659
597,42.37149321,-83.09014079,97.28785179
598,42.39999144,-83.24045365,24.47934163
599,42.4191078,-83.1060734,41.42312802
600,42.35662762,-83.23837724,109.67956
601,42.34343284,-83.13569971,30.33191958
602,42.33789267,-83.06265081,191.7299195
603,42.33578976,-83.22897347,75.88728064
604,42.34155117,-83.21332318,95.36908515
605,42.37596983,-83.00383719,184.822246
606,42.39045862,-83.01301396,166.5535021
607,42.30523258,-83.11282249,43.31100704
608,42.41072725,-83.17957745,78.96769686
609,42.39567154,-82.94039832,22.09837317
610,42.41469341,-82.99395061,96.78223857
611,42.33543025,-83.23134371,143.5820052
612,42.35261077,-83.18693362,126.9476979
613,42.370402,-83.20581376,189.2582191
614,42.42085812,-83.07627769,101.2794736
615,42.30685596,-83.11373146,194.2620829
616,42.4028975,-82.92899303,24.61660062
617,42.33904035,-83.22544403,97.82257086
618,42.40887784,-82.96240805,120.2262765
619,42.4105982,-83.15678762,91.47936182
620,42.38832805,-83.16027788,106.40364
621,42.37584884,-83.20970732,152.0063842
622,42.40220152,-83.19131344,7.935313095
623,42.40202292,-82.97640251,186.0941899
624,42.35012299,-83.07762932,81.17170209
625,42.40421571,-82.96619906,45.39592354
626,42.39847043,-83.18320368,31.19046816
627,42.36059262,-83.11017091,59.27314068
628,42.43939833,-83.07619818,122.5280585
629,42.42617129,-83.22628289,91.99455512
630,42.44012081,-83.02645303,103.6717534
631,42.40995062,-82.95220344,6.843653488
632,42.39686185,-83.18312418,53.41900466
633,42.3615882,-83.13248369,91.72378472
634,42.35751142,-83.23754068,22.27045231
635,42.41343382,-82.94099161,23.45326543
636,42.410801,-83.18053385,32.30619399
637,42.43877725,-82.97819086,56.64965952
638,42.35290921,-83.13736361,54.17067617
639,42.40273733,-82.94493255,77.26802675
640,42.41021795,-82.92192263,141.8990601
641,42.39169041,-83.19338294,134.6318764
642,42.38421094,-83.16314361,120.301422
643,42.41303067,-83.19307298,109.3868703
644,42.4267313,-83.07905354,33.10842855
645,42.4460939,-83.02351535,24.07970287
646,42.41895109,-82.93831845,51.51925685
647,42.3626771,-82.95079305,85.25165453
648,42.44027061,-83.14604375,173.6853802
649,42.40339298,-82.96879284,88.97183304
650,42.3814109,-83.02025836,166.7559274
651,42.42169813,-83.07430729,62.70184116
652,42.34023065,-83.23393404,12.91779818
653,42.32750024,-83.14678697,80.1787644
654,42.32286,-83.09095776,55.2002294
655,42.37700342,-83.08653991,76.48170817
656,42.43861132,-83.06847329,143.7254009
657,42.38795932,-83.02997325,102.2748775
658,42.3514412,-83.22104347,102.7082015
659,42.40374097,-83.1889432,137.1878342
660,42.44065201,-83.04590009,120.5894311
661,42.40839043,-83.13938356,17.81477563
662,42.43427183,-82.97598078,39.92150596
663,42.3825217,-83.14257307,32.5273049
664,42.33872808,-83.19848755,21.88398544
665,42.38903324,-83.01862097,47.24080528
